Timestamp;y;jlook_y_gyro
67000;3.697779E-001;5.395171E-002
68000;2.807027E-001;5.288645E-002
69000;1.891239E-001;5.182118E-002
70000;9.588106E-002;5.075591E-002
71000;1.785605E-003;5.182118E-002
72000;-9.232490E-002;5.288645E-002
73000;-1.856171E-001;5.395171E-002
74000;-2.772629E-001;5.395171E-002
75000;-3.664539E-001;5.501697E-002
76000;-4.523858E-001;5.501697E-002
77000;-5.343065E-001;5.501697E-002
78000;-6.114725E-001;5.501697E-002
79000;-6.832200E-001;5.395171E-002
80000;-7.489126E-001;5.288645E-002
81000;-8.079439E-001;5.182118E-002
82000;-8.598080E-001;5.182118E-002
83000;-9.040551E-001;5.288645E-002
84000;-9.402505E-001;5.395171E-002
85000;-9.681131E-001;5.501697E-002
86000;-9.873984E-001;5.501697E-002
87000;-9.978966E-001;5.608224E-002
88000;-9.995437E-001;5.501697E-002
89000;-9.923347E-001;5.501697E-002
90000;-9.762998E-001;5.501697E-002
91000;-9.516016E-001;5.395171E-002
92000;-9.184721E-001;5.288645E-002
93000;-8.771729E-001;5.182118E-002
94000;-8.280900E-001;5.182118E-002
95000;-7.716700E-001;5.075591E-002
96000;-7.083954E-001;5.182118E-002
97000;-6.388267E-001;5.288645E-002
98000;-5.635983E-001;5.395171E-002
99000;-4.833557E-001;5.395171E-002
100000;-3.988257E-001;5.395171E-002
101000;-3.107628E-001;5.395171E-002
102000;-2.199420E-001;5.395171E-002
103000;-1.271646E-001;5.395171E-002
104000;0.000000E+000;5.501697E-002
105000;9.723506E-002;5.501697E-002
106000;1.935479E-001;5.395171E-002
107000;2.880258E-001;5.288645E-002
108000;3.797736E-001;5.288645E-002
109000;4.679221E-001;5.288645E-002
110000;5.516360E-001;5.288645E-002
111000;6.301221E-001;5.288645E-002
112000;7.026367E-001;5.288645E-002
113000;7.684928E-001;5.395171E-002
114000;8.270662E-001;5.501697E-002
115000;8.778020E-001;5.395171E-002
116000;9.202195E-001;5.288645E-002
117000;9.539165E-001;5.288645E-002
118000;9.785740E-001;5.288645E-002
119000;9.939581E-001;5.288645E-002
120000;9.999193E-001;5.288645E-002
121000;9.963987E-001;5.288645E-002
122000;9.834358E-001;5.395171E-002
123000;9.611533E-001;5.395171E-002
124000;9.297626E-001;5.395171E-002
125000;8.895609E-001;5.395171E-002
126000;8.409294E-001;5.288645E-002
127000;7.843288E-001;5.288645E-002
128000;7.202957E-001;5.395171E-002
129000;6.494364E-001;5.395171E-002
130000;5.724226E-001;5.395171E-002
131000;4.899839E-001;5.395171E-002
132000;4.029012E-001;5.395171E-002
133000;3.120001E-001;5.501697E-002
134000;2.181417E-001;5.501697E-002
135000;1.222152E-001;5.501697E-002
136000;2.512949E-002;5.501697E-002
137000;-7.219401E-002;5.608224E-002
138000;-1.688324E-001;5.608224E-002
139000;-2.638703E-001;5.501697E-002
140000;-3.564071E-001;5.395171E-002
141000;-4.455660E-001;5.288645E-002
142000;-5.305023E-001;5.182118E-002
143000;-6.104110E-001;5.075591E-002
144000;-6.845353E-001;5.182118E-002
145000;-7.521725E-001;5.395171E-002
146000;-8.126817E-001;5.395171E-002
147000;-8.654897E-001;5.395171E-002
148000;-9.100960E-001;5.395171E-002
149000;-9.460780E-001;5.288645E-002
150000;-9.730947E-001;5.288645E-002
151000;-9.908890E-001;5.395171E-002
152000;-9.992844E-001;5.288645E-002
153000;-9.982102E-001;5.182118E-002
154000;-9.876764E-001;5.182118E-002
155000;-9.677830E-001;5.288645E-002
156000;-9.387184E-001;5.288645E-002
157000;-9.007582E-001;5.288645E-002
158000;-8.542618E-001;5.288645E-002
159000;-7.996702E-001;5.288645E-002
160000;-7.375003E-001;5.288645E-002
161000;-6.683415E-001;5.182118E-002
162000;-5.928487E-001;5.182118E-002
163000;-5.117376E-001;5.288645E-002
164000;-4.257767E-001;5.395171E-002
165000;-3.357799E-001;5.501697E-002
166000;-2.426007E-001;5.501697E-002
167000;-1.471206E-001;5.608224E-002
168000;-5.024631E-002;5.608224E-002
169000;4.710333E-002;5.608224E-002
170000;1.440067E-001;5.608224E-002
171000;2.395441E-001;5.501697E-002
172000;3.328111E-001;5.288645E-002
173000;4.229240E-001;5.288645E-002
174000;5.090289E-001;5.182118E-002
175000;5.903105E-001;5.182118E-002
176000;6.659974E-001;5.288645E-002
177000;7.353731E-001;5.395171E-002
178000;7.977803E-001;5.395171E-002
179000;8.526276E-001;5.288645E-002
180000;8.993956E-001;5.288645E-002
181000;9.376404E-001;5.395171E-002
182000;9.669998E-001;5.395171E-002
183000;9.871873E-001;5.395171E-002
184000;9.980185E-001;5.395171E-002
185000;9.993917E-001;5.288645E-002
186000;9.912944E-001;5.288645E-002
187000;9.738030E-001;5.395171E-002
188000;9.470834E-001;5.395171E-002
189000;9.113885E-001;5.288645E-002
190000;8.670571E-001;5.288645E-002
191000;8.145092E-001;5.288645E-002
192000;7.542423E-001;5.288645E-002
193000;6.868271E-001;5.288645E-002
194000;6.129035E-001;5.288645E-002
195000;5.331713E-001;5.288645E-002
196000;4.483859E-001;5.288645E-002
197000;3.593508E-001;5.501697E-002
198000;2.669080E-001;5.501697E-002
199000;1.719350E-001;5.395171E-002
200000;7.533332E-002;5.395171E-002
201000;-2.198155E-002;5.288645E-002
202000;-1.190876E-001;5.395171E-002
203000;-2.150653E-001;5.501697E-002
204000;-3.090040E-001;5.608224E-002
205000;-4.000142E-001;5.501697E-002
206000;-4.872336E-001;5.501697E-002
207000;-5.698364E-001;5.501697E-002
208000;-6.470386E-001;5.501697E-002
209000;-7.181094E-001;5.608224E-002
210000;-7.823753E-001;5.714750E-002
211000;-8.392273E-001;5.714750E-002
212000;-8.881271E-001;5.608224E-002
213000;-9.286104E-001;5.501697E-002
214000;-9.602882E-001;5.288645E-002
215000;-9.828624E-001;5.182118E-002
216000;-9.961222E-001;5.182118E-002
217000;-9.999422E-001;5.182118E-002
218000;-9.942863E-001;5.182118E-002
219000;-9.792079E-001;5.288645E-002
220000;-9.548501E-001;5.395171E-002
221000;-9.214435E-001;5.395171E-002
222000;-8.793049E-001;5.288645E-002
223000;-8.288336E-001;5.395171E-002
224000;-7.705078E-001;5.075591E-002
225000;-7.048799E-001;5.075591E-002
226000;-6.325714E-001;5.288645E-002
227000;-5.542683E-001;5.395171E-002
228000;-4.707122E-001;5.395171E-002
229000;-3.826945E-001;5.288645E-002
230000;-2.910459E-001;5.288645E-002
231000;-1.966406E-001;5.288645E-002
232000;-1.003726E-001;5.182118E-002
233000;-3.154020E-003;5.288645E-002
234000;9.409402E-002;5.395171E-002
235000;1.904508E-001;5.395171E-002
236000;2.850011E-001;5.288645E-002
237000;3.768519E-001;5.288645E-002
238000;4.651314E-001;5.182118E-002
239000;5.490019E-001;5.182118E-002
240000;6.276712E-001;5.288645E-002
241000;7.003915E-001;5.395171E-002
242000;7.664760E-001;5.501697E-002
243000;8.252973E-001;5.395171E-002
244000;8.762972E-001;5.395171E-002
245000;9.189906E-001;5.501697E-002
246000;9.529694E-001;5.501697E-002
247000;9.779167E-001;5.395171E-002
248000;9.935970E-001;5.395171E-002
249000;9.998612E-001;5.395171E-002
250000;9.966502E-001;5.288645E-002
251000;9.839942E-001;5.182118E-002
252000;9.620138E-001;5.182118E-002
253000;9.309165E-001;5.395171E-002
254000;8.909978E-001;5.501697E-002
255000;8.426348E-001;5.608224E-002
256000;7.862862E-001;5.608224E-002
257000;7.224871E-001;5.714750E-002
258000;6.518399E-001;5.714750E-002
259000;5.750160E-001;5.608224E-002
260000;4.927413E-001;5.501697E-002
261000;4.057931E-001;5.395171E-002
262000;3.150005E-001;5.288645E-002
263000;2.212220E-001;5.288645E-002
264000;1.253492E-001;5.288645E-002
265000;2.828751E-002;5.288645E-002
266000;-6.904188E-002;5.395171E-002
267000;-1.657152E-001;5.395171E-002
268000;-2.608196E-001;5.395171E-002
269000;-3.534522E-001;5.501697E-002
270000;-4.427341E-001;5.501697E-002
271000;-5.278218E-001;5.395171E-002
272000;-6.079068E-001;5.395171E-002
273000;-6.822324E-001;5.395171E-002
274000;-7.500932E-001;5.395171E-002
275000;-8.108453E-001;5.395171E-002
276000;-8.639134E-001;5.288645E-002
277000;-9.087868E-001;5.182118E-002
278000;-9.450483E-001;5.182118E-002
279000;-9.723538E-001;5.288645E-002
280000;-9.904442E-001;5.288645E-002
281000;-9.991487E-001;5.288645E-002
282000;-9.983848E-001;5.395171E-002
283000;-9.881595E-001;5.395171E-002
284000;-9.685699E-001;5.395171E-002
285000;-9.398019E-001;5.288645E-002
286000;-9.021273E-001;5.182118E-002
287000;-8.559042E-001;5.288645E-002
288000;-8.015691E-001;5.395171E-002
289000;-7.396375E-001;5.395171E-002
290000;-6.706973E-001;5.395171E-002
291000;-5.953996E-001;5.288645E-002
292000;-5.144573E-001;5.288645E-002
293000;-4.286366E-001;5.395171E-002
294000;-3.387546E-001;5.501697E-002
295000;-2.456643E-001;5.608224E-002
296000;-1.502450E-001;5.501697E-002
297000;-5.340231E-002;5.395171E-002
298000;4.394468E-002;5.288645E-002
299000;1.408766E-001;5.395171E-002
300000;2.364720E-001;5.395171E-002
301000;3.298279E-001;5.501697E-002
302000;4.200584E-001;5.501697E-002
303000;5.063071E-001;5.395171E-002
304000;5.877595E-001;5.288645E-002
305000;6.636413E-001;5.288645E-002
306000;7.332357E-001;5.182118E-002
307000;7.958819E-001;5.288645E-002
308000;8.509783E-001;5.395171E-002
309000;8.980098E-001;5.501697E-002
310000;9.365305E-001;5.501697E-002
311000;9.661764E-001;5.395171E-002
312000;9.866660E-001;5.501697E-002
313000;9.978052E-001;5.501697E-002
314000;9.994887E-001;5.501697E-002
315000;9.917006E-001;5.608224E-002
316000;9.745146E-001;5.501697E-002
317000;9.480932E-001;5.395171E-002
318000;9.126878E-001;5.288645E-002
319000;8.686323E-001;5.288645E-002
320000;8.163450E-001;5.288645E-002
321000;7.563220E-001;5.288645E-002
322000;6.891302E-001;5.182118E-002
323000;6.154067E-001;5.395171E-002
324000;5.358461E-001;5.501697E-002
325000;4.512080E-001;5.501697E-002
326000;3.622960E-001;5.501697E-002
327000;2.699499E-001;5.395171E-002
328000;1.750474E-001;5.395171E-002
329000;7.848483E-002;5.395171E-002
330000;-1.882127E-002;5.288645E-002
331000;-1.159475E-001;5.288645E-002
332000;-2.119764E-001;5.501697E-002
333000;-3.059953E-001;5.501697E-002
334000;-3.971161E-001;5.395171E-002
335000;-4.844739E-001;5.288645E-002
336000;-5.672398E-001;5.182118E-002
337000;-6.446320E-001;5.288645E-002
338000;-7.159148E-001;5.288645E-002
339000;-7.804099E-001;5.395171E-002
340000;-8.375065E-001;5.395171E-002
341000;-8.866652E-001;5.395171E-002
342000;-9.274217E-001;5.395171E-002
343000;-9.593893E-001;5.395171E-002
344000;-9.822645E-001;5.395171E-002
345000;-9.958317E-001;5.395171E-002
346000;-9.999616E-001;5.395171E-002
347000;-9.946154E-001;5.395171E-002
348000;-9.798436E-001;5.288645E-002
349000;-9.557865E-001;5.288645E-002
350000;-9.226712E-001;5.288645E-002
351000;-8.808127E-001;5.288645E-002
352000;-8.306062E-001;5.288645E-002
353000;-7.725279E-001;5.288645E-002
354000;-7.071289E-001;5.288645E-002
355000;-6.350212E-001;5.288645E-002
356000;-5.568975E-001;5.288645E-002
357000;-4.734957E-001;5.395171E-002
358000;-3.856072E-001;5.501697E-002
359000;-2.940663E-001;5.395171E-002
360000;-1.997376E-001;5.288645E-002
361000;-1.035178E-001;5.288645E-002
362000;-6.315529E-003;5.182118E-002
363000;9.094658E-002;5.182118E-002
364000;1.873470E-001;5.288645E-002
365000;2.819693E-001;5.501697E-002
366000;3.739229E-001;5.501697E-002
367000;4.623334E-001;5.395171E-002
368000;5.463630E-001;5.288645E-002
369000;6.252156E-001;5.182118E-002
370000;6.981390E-001;5.182118E-002
371000;7.644445E-001;5.182118E-002
372000;8.235052E-001;5.288645E-002
373000;8.747613E-001;5.288645E-002
374000;9.177274E-001;5.395171E-002
375000;9.519963E-001;5.501697E-002
376000;9.772428E-001;5.608224E-002
377000;9.932292E-001;5.608224E-002
378000;9.998029E-001;5.501697E-002
379000;9.969020E-001;5.501697E-002
380000;9.845538E-001;5.395171E-002
381000;9.628760E-001;5.395171E-002
382000;9.320727E-001;5.395171E-002
383000;8.924362E-001;5.288645E-002
384000;8.443422E-001;5.182118E-002
385000;7.882461E-001;5.288645E-002
386000;7.246761E-001;5.395171E-002
387000;6.542357E-001;5.395171E-002
388000;5.775959E-001;5.395171E-002
389000;4.954829E-001;5.288645E-002
390000;4.086748E-001;5.288645E-002
391000;3.179970E-001;5.182118E-002
392000;2.243032E-001;5.182118E-002
393000;1.284838E-001;5.288645E-002
394000;3.144684E-002;5.395171E-002
395000;-6.588826E-002;5.395171E-002
396000;-1.625962E-001;5.501697E-002
397000;-2.577667E-001;5.501697E-002
398000;-3.504949E-001;5.395171E-002
399000;-4.399021E-001;5.182118E-002
400000;-5.251411E-001;5.182118E-002
401000;-6.054009E-001;5.182118E-002
402000;-6.799211E-001;5.288645E-002
403000;-7.479973E-001;5.395171E-002
404000;-8.089846E-001;5.288645E-002
405000;-8.623050E-001;5.182118E-002
406000;-9.074523E-001;5.182118E-002
407000;-9.440013E-001;5.182118E-002
408000;-9.716042E-001;5.075591E-002
409000;-9.899995E-001;5.182118E-002
410000;-9.990129E-001;5.288645E-002
411000;-9.985594E-001;5.288645E-002
412000;-9.886427E-001;5.395171E-002
413000;-9.693571E-001;5.501697E-002
414000;-9.408850E-001;5.501697E-002
415000;-9.034963E-001;5.501697E-002
416000;-8.575466E-001;5.395171E-002
417000;-8.034642E-001;5.288645E-002
418000;-7.417644E-001;5.288645E-002
419000;-6.730358E-001;5.288645E-002
420000;-5.979295E-001;5.182118E-002
421000;-5.171597E-001;5.182118E-002
422000;-4.314870E-001;5.288645E-002
423000;-3.417254E-001;5.288645E-002
424000;-2.487256E-001;5.395171E-002
425000;-1.533687E-001;5.395171E-002
426000;-5.655832E-002;5.501697E-002
427000;4.078528E-002;5.501697E-002
428000;1.377457E-001;5.395171E-002
429000;2.334012E-001;5.288645E-002
430000;3.268454E-001;5.288645E-002
431000;4.171928E-001;5.288645E-002
432000;5.035848E-001;5.501697E-002
433000;5.852028E-001;5.395171E-002
434000;6.612740E-001;5.395171E-002
435000;7.310779E-001;5.288645E-002
436000;7.939534E-001;5.288645E-002
437000;8.493028E-001;5.288645E-002
438000;8.966054E-001;5.395171E-002
439000;9.354110E-001;5.395171E-002
440000;9.653521E-001;5.288645E-002
441000;9.861448E-001;5.395171E-002
442000;9.975920E-001;5.182118E-002
443000;9.995857E-001;5.288645E-002
444000;9.921069E-001;5.288645E-002
445000;9.752260E-001;5.395171E-002
446000;9.491031E-001;5.501697E-002
447000;9.139870E-001;5.608224E-002
448000;8.702053E-001;5.501697E-002
449000;8.181714E-001;5.501697E-002
450000;7.583843E-001;5.395171E-002
451000;6.914108E-001;5.288645E-002
452000;6.178877E-001;5.395171E-002
453000;5.385073E-001;5.395171E-002
454000;4.540239E-001;5.288645E-002
455000;3.652380E-001;5.288645E-002
456000;2.729909E-001;5.288645E-002
457000;1.781597E-001;5.288645E-002
458000;8.163710E-002;5.288645E-002
459000;-1.565949E-002;5.288645E-002
460000;-1.128081E-001;5.288645E-002
461000;-2.088882E-001;5.288645E-002
462000;-3.029865E-001;5.395171E-002
463000;-3.942172E-001;5.501697E-002
464000;-4.817097E-001;5.288645E-002
465000;-5.646353E-001;5.182118E-002
466000;-6.422094E-001;5.288645E-002
467000;-7.136948E-001;5.501697E-002
468000;-7.784188E-001;5.608224E-002
469000;-8.357658E-001;5.501697E-002
470000;-8.851923E-001;5.395171E-002
471000;-9.262301E-001;5.395171E-002
472000;-9.584903E-001;5.395171E-002
473000;-9.816667E-001;5.288645E-002
474000;-9.955410E-001;5.182118E-002
475000;-9.999810E-001;5.182118E-002
476000;-9.949445E-001;5.395171E-002
477000;-9.804791E-001;5.501697E-002
478000;-9.567230E-001;5.608224E-002
479000;-9.238987E-001;5.608224E-002
480000;-8.823107E-001;5.501697E-002
481000;-8.323618E-001;5.395171E-002
482000;-7.745253E-001;5.395171E-002
483000;-7.093512E-001;5.501697E-002
484000;-6.374533E-001;5.395171E-002
485000;-5.595148E-001;5.288645E-002
486000;-4.762741E-001;5.182118E-002
487000;-3.885199E-001;5.288645E-002
488000;-2.970868E-001;5.288645E-002
489000;-2.028353E-001;5.395171E-002
490000;-1.066614E-001;5.395171E-002
491000;-9.476289E-003;5.395171E-002
492000;8.779914E-002;5.395171E-002
493000;1.842402E-001;5.288645E-002
494000;2.789391E-001;5.288645E-002
495000;3.709937E-001;5.288645E-002
496000;4.595303E-001;5.395171E-002
497000;5.437114E-001;5.395171E-002
498000;6.227369E-001;5.288645E-002
499000;6.958632E-001;5.288645E-002
500000;7.623947E-001;5.182118E-002
501000;8.217010E-001;5.182118E-002
502000;8.732202E-001;5.182118E-002
503000;9.164631E-001;5.288645E-002
504000;9.510223E-001;5.288645E-002
505000;9.765692E-001;5.182118E-002
506000;9.928614E-001;5.182118E-002
507000;9.997448E-001;5.182118E-002
508000;9.971541E-001;5.288645E-002
509000;9.851138E-001;5.288645E-002
510000;9.637377E-001;5.288645E-002
511000;9.332209E-001;5.395171E-002
512000;8.938590E-001;5.395171E-002
513000;8.460282E-001;5.395171E-002
514000;7.901788E-001;5.288645E-002
515000;7.268415E-001;5.288645E-002
516000;6.566164E-001;5.395171E-002
517000;5.801688E-001;5.501697E-002
518000;4.982235E-001;5.501697E-002
519000;4.115593E-001;5.501697E-002
520000;3.209922E-001;5.395171E-002
521000;2.273829E-001;5.288645E-002
522000;1.316184E-001;5.182118E-002
523000;3.460617E-002;5.288645E-002
524000;-6.273165E-002;5.395171E-002
525000;-1.594787E-001;5.395171E-002
526000;-2.547148E-001;5.395171E-002
527000;-3.475349E-001;5.395171E-002
528000;-4.370608E-001;5.395171E-002
529000;-5.224416E-001;5.288645E-002
530000;-6.028737E-001;5.288645E-002
531000;-6.775922E-001;5.288645E-002
532000;-7.458891E-001;5.501697E-002
533000;-8.071173E-001;5.501697E-002
534000;-8.606952E-001;5.501697E-002
535000;-9.061184E-001;5.501697E-002
536000;-9.429547E-001;5.501697E-002
537000;-9.708550E-001;5.395171E-002
538000;-9.895549E-001;5.395171E-002
539000;-9.988772E-001;5.395171E-002
540000;-9.987338E-001;5.395171E-002
541000;-9.891257E-001;5.288645E-002
542000;-9.701385E-001;5.288645E-002
543000;-9.419538E-001;5.288645E-002
544000;-9.048440E-001;5.395171E-002
545000;-8.591586E-001;5.501697E-002
546000;-8.053315E-001;5.501697E-002
547000;-7.438728E-001;5.395171E-002
548000;-6.753647E-001;5.288645E-002
549000;-6.004591E-001;5.288645E-002
550000;-5.198608E-001;5.395171E-002
551000;-4.343360E-001;5.288645E-002
552000;-3.446949E-001;5.288645E-002
553000;-2.517869E-001;5.182118E-002
554000;-1.564954E-001;5.395171E-002
555000;-5.971731E-002;5.501697E-002
556000;3.762738E-002;5.395171E-002
557000;1.346163E-001;5.288645E-002
558000;2.303283E-001;5.288645E-002
559000;3.238539E-001;5.395171E-002
560000;4.143126E-001;5.501697E-002
561000;5.008445E-001;5.395171E-002
562000;5.826297E-001;5.395171E-002
563000;6.588933E-001;5.288645E-002
564000;7.289125E-001;5.395171E-002
565000;7.920222E-001;5.395171E-002
566000;8.476282E-001;5.395171E-002
567000;8.952016E-001;5.288645E-002
568000;9.342916E-001;5.288645E-002
569000;9.645277E-001;5.182118E-002
570000;9.856230E-001;5.182118E-002
571000;9.973787E-001;5.288645E-002
572000;9.996827E-001;5.501697E-002
573000;9.925098E-001;5.395171E-002
574000;9.759250E-001;5.288645E-002
575000;9.500926E-001;5.288645E-002
576000;9.152563E-001;5.288645E-002
577000;8.717464E-001;5.288645E-002
578000;8.199755E-001;5.288645E-002
579000;7.604342E-001;5.395171E-002
580000;6.936888E-001;5.501697E-002
581000;6.203675E-001;5.501697E-002
582000;5.411673E-001;5.608224E-002
583000;4.568384E-001;5.608224E-002
584000;3.681800E-001;5.501697E-002
585000;2.760349E-001;5.395171E-002
586000;1.812707E-001;5.395171E-002
587000;8.478787E-002;5.395171E-002
588000;-1.249920E-002;5.395171E-002
589000;-1.096680E-001;5.395171E-002
590000;-2.057936E-001;5.395171E-002
591000;-2.999713E-001;5.395171E-002
592000;-3.913057E-001;5.395171E-002
593000;-4.789314E-001;5.288645E-002
594000;-5.620180E-001;5.288645E-002
595000;-6.397760E-001;5.395171E-002
596000;-7.114736E-001;5.501697E-002
597000;-7.764286E-001;5.501697E-002
598000;-8.340259E-001;5.501697E-002
599000;-8.837194E-001;5.501697E-002
600000;-9.250373E-001;5.608224E-002
601000;-9.575905E-001;5.714750E-002
602000;-9.810691E-001;5.608224E-002
603000;-9.952505E-001;5.501697E-002
604000;-9.999996E-001;5.395171E-002
605000;-9.952635E-001;5.395171E-002
606000;-9.810957E-001;5.395171E-002
607000;-9.576306E-001;5.501697E-002
608000;-9.250903E-001;5.395171E-002
609000;-8.837836E-001;5.395171E-002
610000;-8.341017E-001;5.395171E-002
611000;-7.765173E-001;5.501697E-002
612000;-7.115725E-001;5.608224E-002
613000;-6.398844E-001;5.608224E-002
614000;-5.621321E-001;5.608224E-002
615000;-4.790525E-001;5.501697E-002
616000;-3.914354E-001;5.395171E-002
617000;-3.001058E-001;5.395171E-002
618000;-2.059316E-001;5.501697E-002
619000;-1.098050E-001;5.501697E-002
620000;-1.263699E-002;5.395171E-002
621000;8.465049E-002;5.395171E-002
622000;1.811350E-001;5.395171E-002
623000;2.758965E-001;5.288645E-002
624000;3.680489E-001;5.288645E-002
625000;4.567131E-001;5.395171E-002
626000;5.410488E-001;5.501697E-002
627000;6.202571E-001;5.501697E-002
628000;6.935874E-001;5.501697E-002
629000;7.603448E-001;5.501697E-002
630000;8.198968E-001;5.395171E-002
631000;8.716792E-001;5.288645E-002
632000;9.152011E-001;5.395171E-002
633000;9.500502E-001;5.395171E-002
634000;9.758949E-001;5.501697E-002
635000;9.924935E-001;5.501697E-002
636000;9.996784E-001;5.395171E-002
637000;9.973882E-001;5.395171E-002
638000;9.856462E-001;5.288645E-002
639000;9.645636E-001;5.288645E-002
640000;9.343404E-001;5.395171E-002
641000;8.952628E-001;5.395171E-002
642000;8.477012E-001;5.288645E-002
643000;7.921063E-001;5.288645E-002
644000;7.290090E-001;5.395171E-002
645000;6.589993E-001;5.501697E-002
646000;5.827444E-001;5.501697E-002
647000;5.009667E-001;5.395171E-002
648000;4.144410E-001;5.501697E-002
649000;3.239873E-001;5.501697E-002
650000;2.304626E-001;5.395171E-002
651000;1.347528E-001;5.288645E-002
652000;3.776507E-002;5.288645E-002
653000;-5.957970E-002;5.395171E-002
654000;-1.563533E-001;5.395171E-002
655000;-2.516505E-001;5.395171E-002
656000;-3.445626E-001;5.395171E-002
657000;-4.342091E-001;5.288645E-002
658000;-5.197405E-001;5.288645E-002
659000;-6.003465E-001;5.182118E-002
660000;-6.752632E-001;5.182118E-002
661000;-7.437808E-001;5.182118E-002
662000;-8.052500E-001;5.182118E-002
663000;-8.590884E-001;5.288645E-002
664000;-9.047833E-001;5.395171E-002
665000;-9.419071E-001;5.395171E-002
666000;-9.701051E-001;5.501697E-002
667000;-9.891042E-001;5.395171E-002
668000;-9.987260E-001;5.288645E-002
669000;-9.988832E-001;5.288645E-002
670000;-9.895743E-001;5.501697E-002
671000;-9.708877E-001;5.501697E-002
672000;-9.430003E-001;5.288645E-002
673000;-9.061766E-001;5.288645E-002
674000;-8.607684E-001;5.288645E-002
675000;-8.072006E-001;5.395171E-002
676000;-7.459830E-001;5.501697E-002
677000;-6.776959E-001;5.501697E-002
678000;-6.029863E-001;5.501697E-002
679000;-5.225619E-001;5.288645E-002
680000;-4.371850E-001;5.182118E-002
681000;-3.476644E-001;5.182118E-002
682000;-2.548482E-001;5.182118E-002
683000;-1.596146E-001;5.288645E-002
684000;-6.286915E-002;5.395171E-002
685000;3.446542E-002;5.395171E-002
686000;1.314788E-001;5.395171E-002
687000;2.272457E-001;5.288645E-002
688000;3.208587E-001;5.288645E-002
689000;4.114309E-001;5.288645E-002
690000;4.981040E-001;5.288645E-002
691000;5.800567E-001;5.395171E-002
692000;6.565126E-001;5.395171E-002
693000;7.267470E-001;5.288645E-002
694000;7.900947E-001;5.395171E-002
695000;8.459520E-001;5.395171E-002
696000;8.937964E-001;5.288645E-002
697000;9.331711E-001;5.182118E-002
698000;9.636993E-001;5.288645E-002
699000;9.850889E-001;5.395171E-002
700000;9.971429E-001;5.395171E-002
701000;9.997474E-001;5.395171E-002
702000;9.928775E-001;5.288645E-002
703000;9.765986E-001;5.395171E-002
704000;9.510648E-001;5.288645E-002
705000;9.165205E-001;5.288645E-002
706000;8.732889E-001;5.182118E-002
707000;8.217813E-001;5.182118E-002
708000;7.624860E-001;5.288645E-002
709000;6.959646E-001;5.288645E-002
710000;6.228474E-001;5.288645E-002
711000;5.438273E-001;5.288645E-002
712000;4.596530E-001;5.288645E-002
713000;3.711220E-001;5.288645E-002
714000;2.790712E-001;5.395171E-002
715000;1.843814E-001;5.395171E-002
716000;8.793936E-002;5.395171E-002
